eps_rod,eps_bg,r_over_a,bandgap
8.162448910829,1.174724669368912,0.391445921038561,0.011205150183559331
5.205524720253726,1.2905690859865517,0.14971060571008632,0.0
6.412950790305917,1.9201726880292007,0.17782028031608688,0.0
11.61025024901913,1.333144992205922,0.19287875367190116,0.10327556965879209
2.843216248178483,2.2094028996986075,0.15040960691267086,0.0
2.16239711185022,2.0471322155110343,0.3487273265584955,0.0
4.165865345936043,2.901568030300244,0.10068120677069103,0.0
6.775997414345032,2.0108213488246776,0.16817147155729656,0.0
5.833845078478964,2.43327063150442,0.15739275039223044,0.0
6.7604383975534015,2.8993132461842057,0.13193446141075088,0.0
11.783428491281823,1.6016034526225595,0.3353281078925644,0.03456575905848147
11.459166977574897,2.01684951303865,0.20054992652542158,0.0513755957078989
6.428942148120569,1.709240273565784,0.24749201288808365,0.023900811903871333
6.165468149454515,1.9188886598775567,0.1286120224118645,0.0
10.621301204933264,2.6702272331741552,0.1793819148135044,0.008870414205614907
2.7783293062501437,2.3611709264439034,0.36566182544124637,0.0
8.798151605015114,2.551766471291995,0.35379366281276226,0.0015056141401473822
5.0093998841446545,2.7826935203489445,0.2013248108741078,0.0
10.55477527015226,1.8749383989844648,0.19244461151837566,0.05156305036944098
7.762453975826753,1.9144123122470251,0.3090400226408179,0.022032113765350914
10.771966941725784,2.5026243245460686,0.3279159055391926,0.019362614258921357
11.92671427301617,1.7113139724525726,0.32940712824304674,0.03678268049340577
9.573162941029937,2.95706374344576,0.1963472389814539,0.0
10.954822886899203,2.9691083367030204,0.10692186494362031,0.0
6.280764397300655,2.9782019443569574,0.389096480655432,0.0
2.1695859845889314,1.9622338322055213,0.15735268381466938,0.0
11.64005957265565,2.6170782635444905,0.22716579847369572,0.030558280788442915
4.6508464107197725,1.8566251544184367,0.22717374307625332,0.0
8.384306011780016,2.3544395796254056,0.3374900702837649,0.005142707823228176
8.163710744484836,2.027252258746646,0.35988333992170096,0.0051551300622516005
